,manufacturer,model,fuel,transmission,drive,type,size,cylinders
133931,gmc,Isuzu trooper,gas,manual,4wd,SUV,mid-size,4
133938,chevrolet,sonic ltz,gas,automatic,fwd,SUV,mid-size,4
133941,subaru,crosstrek 2.0i premium,gas,manual,4wd,SUV,mid-size,4
133946,jeep,wrangler jk unlimited sport,gas,other,rwd,other,full-size,6
133959,nissan,murano platinum,gas,automatic,rwd,truck,mid-size,8
133961,dodge,journey rt,gas,automatic,rwd,SUV,mid-size,8
133975,jeep,grand cherokee limited,gas,other,rwd,SUV,full-size,6
133976,dodge,journey sxt,gas,automatic,fwd,SUV,mid-size,8
133980,chevrolet,colorado z71,gas,automatic,4wd,truck,mid-size,8
133984,chevrolet,equinox lt,gas,automatic,rwd,SUV,mid-size,8
133988,ram,1500 outdoorsman,diesel,automatic,4wd,truck,full-size,8
133994,ram,1500 slt,diesel,automatic,4wd,truck,full-size,8
134002,kia,forte ex gdi,gas,automatic,rwd,pickup,full-size,4
134006,jeep,renegade latitude,gas,automatic,4wd,SUV,full-size,4
134008,honda,hr-v ex,gas,automatic,4wd,SUV,full-size,4
134009,cadillac,cimarron,gas,automatic,fwd,sedan,compact,4
134010,chevrolet,caprice classic ls,gas,automatic,rwd,sedan,mid-size,8
134012,bmw,x5 xdrive,gas,automatic,4wd,SUV,full-size,6
134020,bmw,x5 xdrive35i sports activity,gas,other,rwd,SUV,full-size,8
134034,jeep,compass limited 4x4,gas,automatic,4wd,SUV,mid-size,8
134037,lincoln,nautilus reserve,gas,other,rwd,SUV,full-size,8
134043,bmw,325i,gas,automatic,fwd,coupe,compact,6
134045,gmc,Cascade,other,other,rwd,pickup,full-size,8
134077,gmc,sierra 1500 classic,diesel,automatic,4wd,truck,full-size,8
134097,ford,explorer sport,gas,other,rwd,SUV,full-size,6
134100,subaru,impreza,gas,manual,rwd,sedan,full-size,4
134148,gmc,1500 yukon denali xl,gas,automatic,4wd,SUV,full-size,8
134157,subaru,outback awd 2.5i premium,gas,automatic,4wd,wagon,mid-size,4
134158,ford,f 350,diesel,automatic,4wd,pickup,full-size,8
134159,toyota,celica,gas,automatic,fwd,coupe,compact,4
134164,subaru,outback limited,gas,other,rwd,SUV,full-size,8
134175,volkswagen,tiguan awd,gas,automatic,4wd,SUV,mid-size,4
134179,honda,pilot se 4x4,gas,automatic,4wd,SUV,full-size,6
134183,nissan,titan crew cab 4x4,gas,automatic,4wd,pickup,full-size,8
134194,audi,a4 1.8t quattro,gas,automatic,4wd,sedan,compact,4
134201,ford,f150 xlt supercrew,gas,automatic,4wd,pickup,full-size,8
134205,dodge,journey se,gas,automatic,fwd,SUV,mid-size,8
134206,jeep,wrangler sport,gas,automatic,4wd,SUV,mid-size,8
134208,jeep,wrangler unlimited sahara,gas,automatic,4wd,SUV,mid-size,8
134213,chevrolet,trax lt,gas,other,rwd,SUV,full-size,8
134226,gmc,sierra elevation,gas,automatic,4wd,pickup,full-size,8
134228,jeep,renegade trailhawk,gas,automatic,4wd,pickup,full-size,4
134232,ford,roadster,gas,automatic,rwd,other,full-size,8
134240,toyota,rav4 awd limited,gas,automatic,4wd,SUV,compact,4
134242,toyota,camry hybrid xle,hybrid,automatic,fwd,sedan,mid-size,4
134243,gmc,Pointiac Firebird,gas,automatic,fwd,coupe,compact,6
134255,gmc,yukon sle 4wd,gas,automatic,4wd,SUV,full-size,8
134288,bmw,x5 sdrive35d,diesel,automatic,4wd,SUV,full-size,6
134296,ford,f350 crew cab 4x4 flat bed,gas,automatic,4wd,truck,full-size,8
134297,gmc,Camaro Coupe,gas,automatic,rwd,coupe,full-size,6
134324,chevrolet,2500hd crew cab,gas,automatic,4wd,pickup,full-size,8
134330,nissan,pathfinder 4x4 sv,gas,automatic,4wd,SUV,mid-size,6
134331,ford,f150 4x4,gas,manual,4wd,pickup,full-size,6
134355,chevrolet,kodiak c4500,diesel,manual,rwd,truck,full-size,8
134360,nissan,quest le,gas,automatic,fwd,mini-van,full-size,6
134361,dodge,journey crossroad,gas,automatic,4wd,pickup,mid-size,6
134373,hyundai,santa fe,gas,automatic,4wd,pickup,full-size,4
134377,audi,allroad quattro,gas,automatic,4wd,sedan,full-size,8
134384,gmc,high sierra pickup,gas,automatic,rwd,pickup,full-size,8
134394,gmc,IZUZU RODEO LL 4X4,gas,automatic,4wd,SUV,full-size,6
134408,cadillac,srx performance,gas,other,rwd,SUV,full-size,6
134428,gmc,yukon xl slt,gas,other,rwd,SUV,full-size,8
134429,subaru,impreza 2.0i,gas,automatic,rwd,pickup,full-size,4
134436,chevrolet,equinox lt,gas,other,rwd,SUV,full-size,8
134437,subaru,outback limited 2.5i,gas,automatic,rwd,wagon,full-size,4
134442,mercedes-benz,benz gla250,gas,automatic,4wd,pickup,full-size,4
134444,gmc,studebaker champ,gas,manual,rwd,pickup,full-size,8
134461,ram,2500 4x4,gas,manual,4wd,pickup,mid-size,8
134466,chevrolet,silverado 2500hd 4x4,gas,automatic,4wd,pickup,full-size,8
134467,chevrolet,city express cargo van,gas,automatic,fwd,mini-van,sub-compact,4
134486,chevrolet,silverado 2500hd,gas,manual,4wd,truck,full-size,8
134495,gmc,Scion iA Sedan,gas,automatic,fwd,sedan,compact,4
134497,lincoln,mkc select suv,gas,automatic,fwd,SUV,mid-size,4
134508,bmw,328i m3 coupe,gas,automatic,rwd,coupe,mid-size,6
134513,subaru,wrx premium,gas,manual,4wd,pickup,full-size,4
134522,toyota,tacoma 4x4,gas,automatic,4wd,pickup,full-size,8
134531,ford,escape s,gas,other,fwd,SUV,full-size,4
134534,subaru,outback limited,gas,automatic,4wd,wagon,mid-size,4
134544,ford,mustang,gas,automatic,fwd,convertible,compact,8
134565,mini,cooper hardtop 2dr,gas,automatic,fwd,hatchback,compact,4
134566,acura,ilx premium,gas,automatic,fwd,sedan,mid-size,4
134596,mini,cooper s countryman,gas,automatic,fwd,wagon,compact,4
134609,dodge,journey limited,gas,automatic,fwd,SUV,mid-size,6
134612,mercedes-benz,gla250 4matic,gas,automatic,4wd,SUV,mid-size,4
134626,chrysler,pacifica,gas,automatic,4wd,pickup,full-size,8
134630,mercedes-benz,cla250 4matic,gas,automatic,4wd,sedan,mid-size,4
134651,ford,aerostar van,gas,automatic,rwd,mini-van,full-size,6
134678,subaru,wagon,gas,automatic,rwd,sedan,full-size,8
134691,gmc,2003 International 4300,diesel,automatic,rwd,pickup,full-size,8
134733,ram,w250,diesel,manual,4wd,truck,full-size,6
134734,mazda,miata mx-5,gas,manual,rwd,convertible,full-size,8
134750,subaru,impreza sport premium,gas,automatic,4wd,hatchback,compact,4
134754,ford,fusion titanium turbo,gas,automatic,fwd,sedan,compact,4
134771,chevrolet,kodiak,diesel,manual,rwd,pickup,full-size,8
134787,chevrolet,sonic lt,gas,manual,fwd,hatchback,compact,4
134790,ford,tempo,gas,automatic,fwd,pickup,full-size,6
134808,mercedes-benz,bends slk230,gas,automatic,rwd,convertible,compact,4
134823,gmc,sierra,gas,manual,4wd,pickup,full-size,8
134827,bmw,325i,gas,manual,rwd,sedan,full-size,6
134841,gmc,sonoma sls ext cab,gas,automatic,rwd,pickup,full-size,6
134846,ford,opera coupe,gas,manual,rwd,coupe,full-size,8
134947,jeep,wrangler tj sport,gas,manual,4wd,offroad,full-size,4
134949,chevrolet,trailblazer,gas,automatic,4wd,SUV,full-size,4
134967,ford,explorer,gas,automatic,4wd,wagon,full-size,8
135006,gmc,Military,diesel,automatic,rwd,pickup,full-size,8
135016,mitsubishi,pajero,diesel,automatic,4wd,SUV,full-size,8
135019,gmc,3500 flatbed,gas,automatic,rwd,pickup,full-size,8
135021,ram,3500 mega cab,diesel,manual,4wd,pickup,full-size,6
135098,gmc,Milan,gas,manual,fwd,sedan,full-size,4
135126,gmc,Explorer Limited 4x4,gas,automatic,4wd,SUV,mid-size,6
135132,ford,f600,gas,manual,rwd,pickup,full-size,8
135133,cadillac,sts 4dr sdn northstar,gas,automatic,rwd,sedan,full-size,8
135194,honda,insight hybrid ex,hybrid,automatic,rwd,hatchback,compact,8
135202,gmc,acadia denali,gas,automatic,4wd,SUV,full-size,6
135203,chevrolet,spark ls hatchback 4d,gas,automatic,fwd,sedan,compact,4
135216,subaru,crosstrek,gas,automatic,4wd,SUV,mid-size,8
135224,ford,2004 f350 super duty,diesel,automatic,4wd,truck,full-size,0
135238,rover,lr2,gas,automatic,rwd,pickup,full-size,8
135277,nissan,xterra 4wd,gas,automatic,4wd,SUV,mid-size,6
135295,gmc,sierra 1500 at4,gas,automatic,4wd,truck,full-size,8
135334,chevrolet,equinox premier awd,diesel,automatic,4wd,SUV,mid-size,4
135355,volkswagen,passat,diesel,automatic,fwd,SUV,mid-size,4
135356,toyota,prius,hybrid,automatic,fwd,hatchback,mid-size,0
135370,chevrolet,traverse 2lt awd,gas,automatic,4wd,SUV,full-size,6
135373,ford,f-250 xl,diesel,automatic,4wd,truck,full-size,8
135383,chevrolet,cruze eco diesel,diesel,automatic,fwd,sedan,mid-size,4
135425,nissan,armada sl,gas,automatic,4wd,SUV,full-size,8
135434,honda,prelude,gas,automatic,fwd,coupe,mid-size,4
135493,toyota,celica,gas,manual,rwd,coupe,full-size,4
135504,gmc,jimmy sle,gas,automatic,4wd,pickup,full-size,6
135548,chevrolet,cruze premier sedan 4d,gas,automatic,fwd,sedan,full-size,4
135549,chevrolet,s10 blazer,gas,automatic,4wd,SUV,full-size,8
135572,chevrolet,suburban premier,diesel,automatic,4wd,SUV,full-size,6
135627,nissan,juke cvt nismo rs,gas,automatic,4wd,SUV,compact,4
135629,honda,civic hatchback ex cvt,gas,automatic,fwd,hatchback,compact,4
135642,ford,focus se sedan,gas,manual,fwd,sedan,full-size,4
135646,honda,cr-v touring awd,gas,automatic,4wd,pickup,full-size,4
135665,gmc,Chrylser Town and Country,gas,automatic,fwd,van,full-size,8
135687,ford,f-250 super duty,other,automatic,4wd,pickup,full-size,8
135697,buick,enclave essence,gas,automatic,4wd,SUV,mid-size,6
135706,ford,expedition el,gas,automatic,rwd,SUV,full-size,6
135730,nissan,murano sl,gas,automatic,4wd,SUV,mid-size,6
135757,chevrolet,blazer premier,gas,automatic,4wd,SUV,mid-size,6
135770,gmc,1998,diesel,manual,4wd,pickup,full-size,6
135781,buick,riviera supercharged,gas,automatic,fwd,coupe,full-size,6
135788,ram,3500 tradesman dually,diesel,automatic,4wd,pickup,full-size,6
135789,toyota,sprinter carib,gas,automatic,4wd,wagon,mid-size,4
135791,toyota,sienna xle,gas,automatic,rwd,mini-van,full-size,8
135834,toyota,highlander 4wd 3.3,gas,automatic,4wd,SUV,full-size,6
135841,audi,q7 3.0t premium plus,gas,automatic,rwd,SUV,full-size,6
135842,mercury,cougar xr-7,gas,automatic,rwd,coupe,full-size,8
135844,honda,element ex-p awd,gas,automatic,4wd,SUV,mid-size,4
135848,nissan,pickup,gas,manual,4wd,pickup,full-size,6
135869,subaru,baja,gas,manual,4wd,truck,full-size,4
135882,subaru,tribeca,gas,automatic,4wd,SUV,full-size,8
135887,gmc,Internatioal 7300,diesel,automatic,4wd,truck,full-size,6
135896,ford,250,gas,manual,4wd,truck,full-size,8
135929,subaru,forester 2.5xs,gas,automatic,4wd,wagon,mid-size,4
135932,dodge,ramcharger,gas,automatic,4wd,SUV,full-size,8
135945,buick,estate wagon,gas,automatic,rwd,wagon,full-size,8
135970,buick,enclave awd,gas,automatic,4wd,pickup,full-size,6
135971,cadillac,srx luxury,gas,automatic,4wd,pickup,full-size,6
135972,honda,civic si,gas,manual,fwd,pickup,full-size,4
135973,chevrolet,c,gas,automatic,fwd,pickup,full-size,4
135976,jeep,liberty sport 4x4,gas,manual,4wd,pickup,full-size,6
135977,bmw,128i,gas,automatic,fwd,pickup,full-size,6
135979,toyota,rav platinum,gas,automatic,4wd,pickup,full-size,4
135980,dodge,durangon r/t,gas,automatic,4wd,pickup,full-size,8
135981,gmc,2014 TOYOYTA 4RUNNER LIMITED,gas,automatic,4wd,pickup,full-size,6
135987,gmc,Studebaker Champion,gas,automatic,rwd,pickup,full-size,6
136006,toyota,rav4 limited 4x4,gas,automatic,4wd,SUV,mid-size,4
136008,chevrolet,silverado long box,gas,automatic,4wd,truck,full-size,8
136010,chrysler,300 all wheel drive,gas,automatic,4wd,sedan,full-size,6
136014,kia,sorento ex,gas,automatic,4wd,SUV,full-size,4
136015,gmc,terrain sle-2,gas,automatic,4wd,SUV,mid-size,4
136019,gmc,PT Cruiser Limited,gas,automatic,fwd,wagon,mid-size,4
136026,ford,f250 super duty,diesel,automatic,4wd,truck,full-size,6
136029,ford,t-bird,gas,automatic,rwd,coupe,full-size,8
136058,subaru,crosstrek limited,gas,automatic,4wd,hatchback,sub-compact,4
136068,subaru,legacy outback wagon,gas,automatic,4wd,wagon,full-size,4
136076,lincoln,navigator 4x4 luxury,gas,automatic,4wd,pickup,full-size,8
136079,honda,civic ex,gas,automatic,fwd,other,compact,4
136086,gmc,2500hd Silverado,gas,automatic,4wd,pickup,full-size,8
136127,ford,f-250 duper duty,gas,automatic,4wd,truck,full-size,10
136131,buick,regal sportback gs,gas,other,rwd,sedan,full-size,8
136133,chevrolet,suburban premier,other,other,rwd,other,full-size,8
136134,chevrolet,silverado 3500hd ltz,diesel,other,rwd,pickup,full-size,8
136135,mazda,cx-5 grand touring,gas,other,rwd,hatchback,full-size,8
136139,gmc,yukon slt,gas,other,rwd,other,full-size,8
136142,ford,f-150 fx4,gas,other,rwd,pickup,full-size,8
136143,chevrolet,silverado 2500hd high,diesel,other,rwd,pickup,full-size,8
136145,chevrolet,equinox lt w/1lt,gas,other,rwd,other,full-size,8
136155,gmc,sierra 1500 sle,gas,other,rwd,pickup,full-size,8
136156,honda,accord sedan sport 1.5t,gas,other,rwd,sedan,full-size,8
136158,honda,pilot ex-l,gas,other,rwd,other,full-size,8
136168,audi,s5,gas,manual,4wd,coupe,full-size,8
136182,bmw,x5 xdrive 50i,gas,automatic,rwd,SUV,full-size,8
136187,kia,sorento l,gas,automatic,fwd,SUV,mid-size,4
136199,subaru,impreza wrx sti sedan new engine and a whole lot more!,gas,manual,4wd,sedan,sub-compact,4
136201,ford,fusion s,gas,manual,rwd,sedan,compact,8
136251,kia,optima,gas,automatic,fwd,pickup,full-size,6
136258,ford,f150 svt raptor,gas,automatic,4wd,pickup,full-size,8
136261,gmc,2006,gas,automatic,4wd,pickup,mid-size,6
136263,subaru,outback wagon limited good head gaskets and timing belt,gas,automatic,4wd,wagon,mid-size,4
136267,chevrolet,equinox lt awd,gas,automatic,4wd,pickup,full-size,6
136282,chevrolet,s10 pickup,gas,automatic,4wd,truck,full-size,6
136287,ford,five hundred,gas,automatic,4wd,sedan,compact,6
136292,subaru,outback wagon limited 1 owner nice!!,gas,automatic,4wd,wagon,mid-size,4
136294,buick,skylark,gas,automatic,fwd,coupe,compact,4
136297,gmc,NEW HEAD GASKETS & TIMING BELT,gas,automatic,4wd,wagon,mid-size,4
136299,subaru,impreza wagon outback sport new head gaskets & timing belt,gas,automatic,4wd,wagon,full-size,4
136305,subaru,legacy premium sedan this car is ready to go!,gas,automatic,4wd,sedan,compact,4
136309,jeep,wrangler unlimited sport,gas,manual,4wd,SUV,full-size,8
136310,subaru,impreza sedan premium 1 owner new head gaskets &timing belt,gas,automatic,4wd,sedan,sub-compact,4
136318,bmw,m3 coupe,gas,automatic,rwd,pickup,full-size,8
136319,volkswagen,golf sportwagen tdi,diesel,automatic,fwd,pickup,full-size,4
136328,bmw,z3 convertible,gas,automatic,rwd,convertible,compact,6
136336,mercedes-benz,benz 3e20 sportwagon,gas,automatic,4wd,wagon,full-size,6
136347,lexus,is 300,gas,other,4wd,sedan,mid-size,6
136348,chevrolet,trax lt,gas,automatic,rwd,pickup,full-size,8
136350,volkswagen,jetta gl seadn,gas,automatic,fwd,sedan,compact,4
136351,chevrolet,trax lt awd,gas,automatic,rwd,pickup,full-size,8
136368,mazda,b2300,gas,manual,rwd,pickup,full-size,4
136370,mazda,6i,gas,manual,fwd,sedan,full-size,4
136374,subaru,legacy awd,gas,automatic,4wd,pickup,full-size,4
136379,nissan,sentra sr,gas,automatic,rwd,pickup,full-size,8
136385,chevrolet,silverado 3500hd 4x4,diesel,automatic,4wd,pickup,full-size,8
136393,chrysler,town & country,gas,manual,fwd,mini-van,full-size,6
136403,ford,f-250 camper special,gas,automatic,rwd,truck,full-size,8
136420,pontiac,trans am,gas,manual,rwd,coupe,mid-size,8
136457,ford,taurus,gas,automatic,fwd,sedan,full-size,8
136492,dodge,dart,gas,manual,rwd,pickup,full-size,8
136500,dodge,dakota,gas,manual,rwd,truck,mid-size,6
136503,chevrolet,camaro ls coupe 2d,gas,manual,rwd,coupe,full-size,6
136504,ford,mustang cobra,gas,manual,rwd,convertible,full-size,8
136506,subaru,legacy wagon,gas,automatic,fwd,wagon,full-size,4
136511,gmc,Firebird Formula,gas,automatic,rwd,hatchback,full-size,8
136519,ford,focus sel,gas,automatic,rwd,pickup,full-size,8
136521,ford,focus,gas,automatic,rwd,hatchback,full-size,8
136522,toyota,corona,gas,automatic,rwd,coupe,compact,4
136523,ford,taurus sel,gas,automatic,fwd,pickup,full-size,6
136527,honda,crz,hybrid,manual,fwd,hatchback,compact,4
136531,ford,mustang mach 1,gas,automatic,rwd,pickup,full-size,8
136532,chevrolet,silverado high,gas,automatic,4wd,truck,full-size,8
136536,mercedes-benz,300 td,diesel,automatic,rwd,wagon,full-size,8
136547,chrysler,town & country limited,gas,automatic,4wd,mini-van,mid-size,6
136550,ford,f-150 sport ecoboost 4x4,gas,automatic,4wd,truck,full-size,6
136552,jeep,wrangler sport,gas,manual,4wd,offroad,full-size,4
136553,ford,f-150 maxed out 4x4 eco,gas,automatic,4wd,truck,full-size,6
136561,ford,f-150 raptor carbon,gas,automatic,4wd,truck,full-size,6
136573,gmc,plymouth,gas,automatic,rwd,coupe,mid-size,8
136574,toyota,t100,gas,automatic,4wd,pickup,full-size,8
136578,gmc,Reese 15 K 5th Wheel Hitch,other,other,rwd,pickup,full-size,8
136596,chevrolet,ck 2500,gas,automatic,4wd,pickup,full-size,8
136601,chevrolet,suburban 4x4,gas,automatic,4wd,sedan,full-size,8
136603,volvo,s60 2.5t awd,gas,automatic,4wd,sedan,full-size,5
136605,gmc,1982 Rat,gas,manual,rwd,pickup,mid-size,8
136607,mini,cooper s hardtop,gas,manual,fwd,hatchback,compact,4
136617,ram,1500 diesel,diesel,automatic,4wd,truck,full-size,6
136618,gmc,yukon denali,gas,automatic,rwd,SUV,full-size,6
136626,subaru,forester sti,gas,manual,4wd,pickup,full-size,4
136638,infiniti,jx35 awd,gas,automatic,4wd,pickup,mid-size,6
136639,gmc,smart car fortwo passion,gas,automatic,rwd,coupe,compact,8
136658,ford,cargo commercial truck,gas,automatic,rwd,truck,full-size,8
136683,chevrolet,1.5 ton,gas,manual,rwd,pickup,full-size,6
136684,chevrolet,bel air,gas,manual,rwd,pickup,full-size,6
136686,toyota,highlander limited 4wd,gas,automatic,4wd,SUV,full-size,6
136689,gmc,94 jeep. cherokee,gas,automatic,4wd,SUV,full-size,6
136690,gmc,"1974chevrolet ,3500",gas,automatic,rwd,truck,full-size,8
136693,volkswagen,jetta tdi,diesel,automatic,fwd,pickup,full-size,4
136713,chevrolet,sedan,gas,automatic,rwd,sedan,full-size,8
136714,dodge,journey sxt awd,electric,automatic,4wd,SUV,full-size,6
136719,gmc,mercades,gas,automatic,4wd,sedan,full-size,6
136729,audi,a4 2.0t premium plus,gas,automatic,4wd,pickup,full-size,4
136774,buick,rendezvous,gas,automatic,4wd,SUV,full-size,6
136792,ford,f350 diesel power stroke,diesel,automatic,4wd,pickup,full-size,8
136807,ford,f150 sport 4x4,gas,automatic,4wd,pickup,full-size,8
136811,dodge,journey sxt,gas,automatic,fwd,other,mid-size,6
136821,nissan,d21 hardbody,gas,manual,4wd,pickup,full-size,6
136826,toyota,t100,gas,automatic,4wd,pickup,full-size,6
136828,ford,f45,gas,automatic,rwd,pickup,full-size,8
136832,toyota,carolla le,gas,automatic,rwd,pickup,full-size,8
136833,ram,longhorn mega cab,diesel,automatic,4wd,pickup,full-size,6
136840,gmc,Scion tC,gas,automatic,fwd,hatchback,full-size,4
136844,volkswagen,new beetle,gas,automatic,fwd,convertible,mid-size,4
136848,chrysler,sebring,gas,automatic,fwd,sedan,full-size,6
136862,subaru,impreza outback sport,gas,manual,4wd,wagon,full-size,4
136886,ford,f-350 super duty crew,diesel,automatic,4wd,truck,full-size,8
136890,jeep,renegade,gas,automatic,rwd,pickup,full-size,8
136894,mercedes-benz,c-class,gas,automatic,4wd,pickup,full-size,6
136896,nissan,frontier,gas,other,rwd,truck,full-size,4
136908,chevrolet,silverado 1500,gas,automatic,4wd,sedan,full-size,8
136910,chevrolet,colorado,gas,automatic,4wd,sedan,full-size,8
136912,audi,a4 avant,gas,automatic,4wd,wagon,full-size,8
136918,toyota,rav4 xle,gas,automatic,4wd,pickup,full-size,4
136940,chrysler,town & country,gas,automatic,fwd,SUV,full-size,8
136955,subaru,baja,gas,manual,4wd,sedan,sub-compact,4
136966,buick,regal sport touring,gas,automatic,fwd,sedan,mid-size,4
136986,subaru,crosstrek,gas,automatic,rwd,SUV,full-size,8
137002,ford,f350 super duty 4x4,diesel,manual,4wd,pickup,full-size,8
137007,nissan,altima 2.5 sl,gas,automatic,fwd,pickup,full-size,4
137041,gmc,sierra 3500,diesel,automatic,4wd,truck,full-size,0
137042,gmc,1966 cj5,gas,manual,4wd,SUV,full-size,4
137047,honda,accord wagon,gas,manual,fwd,wagon,full-size,4
137054,gmc,cheverolet suburban,gas,automatic,4wd,SUV,full-size,8
137057,jeep,patriot sport 4wd,gas,automatic,4wd,SUV,mid-size,4
137059,ford,f-250 sd,diesel,automatic,4wd,sedan,full-size,8
137065,chevrolet,pickup,gas,automatic,rwd,pickup,full-size,8
137076,jeep,wrangler sport x,gas,manual,4wd,pickup,full-size,6
137078,gmc,savana,gas,automatic,4wd,pickup,full-size,8
137088,honda,odyssey,gas,automatic,fwd,SUV,full-size,8
137098,gmc,2014 model S,gas,automatic,4wd,hatchback,compact,4
137119,dodge,journey r/t,gas,automatic,4wd,SUV,full-size,8
137129,ford,super duty f-350 srw xl,diesel,other,rwd,pickup,full-size,8
137146,subaru,impreza wrx sti impreza sedan nice,gas,manual,4wd,sedan,sub-compact,4
137150,subaru,legacy special edition new head gaskets & timing belt,gas,automatic,4wd,sedan,compact,4
137152,subaru,outback wagon 1 owner new head gaskets &timing belt,gas,automatic,4wd,wagon,mid-size,4
